date,close,high,low,volume,tesla,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,DMP_14,DMN_14,TTM_TRND_6,label
2020-04-17 16:00:00,151.0699920654297,152.46600341796875,150.73800659179688,1049640.0,74.0,150.2851075960277,152.0551971435547,153.8252866910817,2.328219726492951,48.488460733178954,0.9228026652575636,-0.5032779810103745,1.426080646267938,40.1403433243404,17.9528620430602,23.478787613562538,-1,0.0
2020-04-17 17:00:00,150.45999145507812,151.4759979248047,149.53199768066406,1446431.0,76.0,149.79395995285796,151.51239624023438,153.2308325276108,2.2683771493544453,44.36625679147238,0.7091993755359454,-0.5735050165855942,1.2827043921215395,39.382517362065755,15.563326062641142,28.61097248281936,-1,0.0
2020-04-17 18:00:00,150.0240020751953,151.15798950195312,149.85000610351562,1212822.0,78.0,149.23738104241758,151.03599548339844,152.8346099243793,2.381703030756739,41.64138209235219,0.49898454701084916,-0.6269758760885522,1.1259604230994014,38.678880473322316,14.194378326773144,26.09435580051807,-1,0.0
2020-04-17 19:00:00,150.73399353027344,150.9980010986328,149.95401000976562,1179396.0,84.0,149.13682460201173,150.93599548339844,152.73516636478516,2.384018306070147,47.31597357066972,0.38523738094175997,-0.5925784337261131,0.977815814667873,38.025553924888534,13.196617752561815,24.26011418543506,-1,0.0
2020-04-20 13:00:00,150.19200134277344,150.6280059814453,143.24398803710938,4846218.0,73.0,144.00396544475822,147.2704071044922,150.53684876422616,4.43597831221631,98.3202969279791,0.26263615374509186,0.24638844156428186,0.01624771218080999,60.27071647733378,54.48840088919354,0.7263717744047901,1,1.0
2020-04-20 14:00:00,151.70999145507812,153.11399841308594,150.15899658203125,3040270.0,73.0,143.3546235289479,148.30440368652344,153.25418384409897,6.675162752466969,98.8311122409872,0.610775860697089,0.4756225188130232,0.1351533418840658,62.99421393149045,63.293915717791634,0.5105788619768966,1,2.0
2020-04-20 15:00:00,150.13182067871094,152.24200439453125,149.63201904296875,1365814.0,74.0,144.3167632047537,149.02276611328125,153.7287690218088,6.31581741671636,73.72774065978211,0.7506805166250956,0.49242173979282383,0.2582587768322718,64.35994960815664,49.34885784029662,4.846574656996411,1,0.0
2020-04-20 16:00:00,150.66635131835938,151.60000610351562,149.8780059814453,1312587.0,71.0,145.93927404324444,149.84803466796876,153.75679529269308,5.216966152923262,75.95544901428752,0.8943782836446132,0.5088956054498731,0.38548267819474014,65.62813214643145,42.6692208543035,4.190564350962234,1,0.0
2020-04-20 17:00:00,149.5500030517578,151.53799438476562,149.33799743652344,1121872.0,75.0,148.833808879307,150.45003356933594,152.06625825936487,2.148520211906873,63.790067006357646,0.907716236154414,0.4177868463677391,0.4899293897866749,65.64956206881389,35.97044885574129,7.386207385988183,1,1.0
2020-04-20 18:00:00,150.697998046875,151.5,149.48959350585938,1849280.0,82.0,148.9525204694956,150.55123291015624,152.1499453508169,2.1238118210758254,69.24519312187972,0.9993998027039197,0.4075763303337958,0.5918234723701239,65.66946127447149,31.15674808707197,6.397757330386295,1,2.0
2020-04-20 19:00:00,149.26998901367188,150.8431396484375,149.01600646972656,942637.0,93.0,148.7732620183546,150.063232421875,151.3532028253954,1.7192357950732406,57.617197758876046,0.9459272347854153,0.2832830099322331,0.6626442248531822,64.70533465873437,27.54845733058358,8.658608354823942,-1,0.0
2020-04-21 13:00:00,148.24099731445312,150.66600036621094,145.12899780273438,4022919.0,72.0,144.48446029873776,146.46740112304687,148.45034194735598,2.7076889589148205,65.2227431295461,-0.1944617905807604,0.12036821426208055,-0.31483000484284096,23.521381363151402,54.521550286252044,11.387717755251407,1,2.0
2020-04-21 14:00:00,137.6999969482422,148.25999450683594,134.75799560546875,5781652.0,73.0,136.6328378434195,144.80260009765624,152.97236235189297,11.28399938775542,20.96688016089142,-0.8832310038247329,-0.4547207991855135,-0.42851020463921935,24.432887747987383,23.00550609354749,49.20540269907846,-1,1.0
2020-04-21 15:00:00,139.3702392578125,139.8000030517578,137.0573272705078,2594215.0,81.0,134.20312459796642,143.4718475341797,152.74057047039295,12.92061557094698,29.168176616780094,-1.2795609894623965,-0.6808406278585417,-0.5987203616038548,25.27928646228573,20.422985358248226,43.68176969390142,-1,1.0
2020-04-21 16:00:00,141.5584259033203,141.60000610351562,137.4322052001953,2160761.0,78.0,133.6866774025868,142.5787322998047,151.4707871970226,12.47318552183546,38.2140895102361,-1.4009378442153775,-0.6417739860892182,-0.7591638581261593,24.993113806040974,23.95610560178811,36.90247258013448,-1,0.0
2020-04-21 17:00:00,142.0760040283203,142.5,140.1699981689453,2070161.0,81.0,133.76827522571676,141.78913269042968,149.8099901551426,11.313783098208203,40.16073324379416,-1.4387802834752392,-0.543693140279264,-0.8950871431959753,24.242433861268815,25.20971163734239,33.74906458384975,-1,2.0
2020-04-21 18:00:00,139.4560089111328,142.55393981933594,138.26068115234375,1900608.0,85.0,136.46620460344198,140.03213500976562,143.59806541608927,5.093017265037004,34.27403801637926,-1.6610350212068852,-0.6127583024087278,-1.0482767187981574,24.23805338583497,21.554747539951016,35.30376556358345,-1,2.0
2020-04-21 19:00:00,137.343994140625,139.70767211914062,136.87220764160156,1332888.0,91.0,136.1559711820233,139.9609344482422,143.7658977144611,5.437178997437994,30.40505467767922,-1.9847168627043175,-0.7491521151249279,-1.2355647475793896,24.675711840931875,19.539827561972388,36.58109766606017,-1,1.0
2020-04-22 13:00:00,139.51280212402344,142.37030029296875,137.74200439453125,4334592.0,72.0,139.32666949745231,141.0897430419922,142.85281658653207,2.4992228443071713,33.10574270660844,-0.7740926760993432,0.09286218804430169,-0.8669548641436449,21.701131795413385,14.973042568431612,48.32024693196731,-1,0.0
2020-04-22 14:00:00,139.73500061035156,141.93600463867188,139.50399780273438,1714372.0,70.0,138.6962867278492,140.7399475097656,142.78360829168201,2.9041659004094713,35.03112068598762,-0.8344408672840018,0.02601119748771452,-0.8604520647717163,23.91439351662511,12.583679574836998,40.609415326905626,-1,0.0
2020-04-22 15:00:00,139.87600708007812,140.72799682617188,139.25003051757812,921505.0,71.0,138.45563922895812,140.41835327148436,142.3810673140106,2.7955235149803235,36.28442178291054,-0.8609645366694849,-0.0004099775182148102,-0.8605545591512701,26.07986077774962,11.393745219007588,38.39422657756979,-1,1.0
2020-04-22 16:00:00,141.21798706054688,141.51199340820312,139.3199920654297,984053.0,70.0,138.5370539095948,140.3651550292969,142.19325614899898,2.6047791124806405,46.80243028617686,-0.7648810935960171,0.07653877244420249,-0.8414198660402196,27.012367026539987,14.591815773793186,33.356276265528436,1,1.0
2020-04-22 17:00:00,143.9199981689453,144.56800842285156,140.7760009765625,1691768.0,72.0,137.1726498605088,140.85235900878905,144.5320681570693,5.2249166065449115,60.82488260398125,-0.46534040341154537,0.3008635701029394,-0.7662039735144848,25.181793839625286,27.556432168119496,26.803897989239594,1,0.0
2020-04-22 18:00:00,144.59902954101562,145.0,143.02200317382812,2308338.0,78.0,137.3298418356166,141.8696044921875,146.4093671487584,6.399908807557008,63.43345839768239,-0.17118675716557163,0.4760137730791306,-0.6472005302447023,23.78100181544367,26.98831242696175,24.140098508308622,1,1.0
2020-04-22 19:00:00,146.36399841308594,146.8000030517578,144.61402893066406,1852038.0,86.0,137.95481576627995,143.19540405273438,148.4359923391888,7.319492299521682,69.17833988939421,0.20202158518279134,0.679377692341995,-0.47735610715920357,23.55952708024099,32.819322695723145,21.571174411324957,1,0.0
2020-04-23 13:00:00,145.56199645996094,146.593994140625,142.83999633789062,3777632.0,69.0,145.49081790076335,145.52839050292968,145.56596310509602,0.05163611311372129,64.46681597483574,0.6523467154747209,-0.08310052960025871,0.7354472450749796,22.578009776210354,18.938506032672336,40.83158059270139,1,0.0
2020-04-23 14:00:00,145.8519744873047,146.8000030517578,144.39999389648438,2063357.0,69.0,145.30495171406844,145.59478759765625,145.88462348124406,0.3981404669358898,67.58974401368825,0.6417461752948554,-0.07496085582409939,0.7167070311189548,23.212497160047825,16.713155765998096,32.05649376103579,1,0.0
2020-04-23 15:00:00,145.06600952148438,145.91600036621094,144.4561004638672,1100959.0,69.0,144.9411446602963,145.50399169921874,146.0668387381412,0.7736516810974583,53.79047676542936,0.5634295020937259,-0.12262202322018312,0.686051525313909,23.801664015046537,14.65060080404102,28.100431770380258,-1,0.0
2020-04-23 16:00:00,144.1597137451172,145.6999969482422,142.86801147460938,1837566.0,70.0,143.9077182602747,145.2319366455078,146.5561550307409,1.8235911684705461,42.91125375780016,0.42335233720208976,-0.21015935048945544,0.6335116876915452,25.585936213572037,11.647706130576477,33.83468917129192,-1,0.0
2020-04-23 17:00:00,143.24200439453125,144.71450805664062,141.6959991455078,1613489.0,72.0,142.63331201690005,144.77633972167968,146.9193674264593,2.960466757067373,35.157231571782624,0.23557315910971965,-0.31835082286546046,0.5539239819751801,27.854657272246417,9.4292620157696,34.78563428623547,-1,0.0
2020-04-23 18:00:00,142.35220336914062,143.8175811767578,141.8000030517578,1224212.0,75.0,141.34311007554783,144.13438110351564,146.92565213148345,3.873150884053335,29.57667393880407,0.014786847648821322,-0.43130970746108704,0.44609655510990837,29.961326822659334,8.292392734207132,30.591592483860172,-1,2.0
2020-04-23 19:00:00,141.10169982910156,142.41445922851562,140.62600708007812,1344939.0,83.0,140.09803377385998,143.184326171875,146.27061856989002,4.310936092698174,23.84760120812467,-0.2581176599393302,-0.5633713720393909,0.30525371210006064,32.413174362385305,7.436475754652581,34.2095116080093,-1,1.0
2020-04-24 13:00:00,142.38600158691406,143.17198181152344,139.63600158691406,3375851.0,32.0,142.00645155084436,142.20680236816406,142.40715318548376,0.2817738870198443,41.80552979159688,-0.4127607850312245,0.07880488107486339,-0.4915656661060879,57.34595395753643,4.0403420216684784,48.65303430549844,1,0.0
2020-04-24 14:00:00,141.63888549804688,143.9459991455078,141.10400390625,2295047.0,32.0,141.54906711644549,142.10217895507813,142.65529079371078,0.7784705944692055,30.704799592870355,-0.4338543248592259,0.046169072997489624,-0.48002339785671555,57.207216831690964,10.233842519255193,35.661567727347716,-1,0.0
2020-04-24 15:00:00,142.55999755859375,142.9980010986328,141.0460205078125,1380304.0,32.0,141.4887615672743,142.18177795410156,142.87479434092882,0.9748315104780434,48.7671847908216,-0.3719573688989328,0.08645282316622621,-0.45841019206515904,57.11859624294049,8.545947919291999,30.26974226409491,1,0.0
2020-04-24 16:00:00,142.4980010986328,143.39999389648438,142.03399658203125,1205383.0,33.0,141.5024532339715,142.2489776611328,142.99550208829413,1.0496025200823558,47.86289012259761,-0.3241693589679926,0.10739266647773316,-0.43156202544572575,56.07686472126177,10.85465067937945,26.923227475351958,1,0.0
2020-04-24 17:00:00,143.11199951171875,143.3560028076172,141.9400177001953,971336.0,33.0,141.38349520489706,142.43897705078126,143.49445889666546,1.4820126734101857,56.471632386161396,-0.23405444234896322,0.15800606647741006,-0.3920605088263733,55.19665416103509,9.662167868606605,24.694599169980528,1,1.0
2020-04-24 18:00:00,145.16232299804688,145.51400756835938,143.02200317382812,2157352.0,36.0,140.3510885640358,142.9942413330078,145.63739410197982,3.6968660336699704,72.68876136304526,0.0027742683542442137,0.315867821744494,-0.3130935533902498,51.66285110290269,22.920560242583356,20.43891885218303,1,0.0
2020-04-24 19:00:00,145.0,146.02200317382812,144.66600036621094,1438570.0,39.0,141.03722160253915,143.66646423339844,146.29570686425774,3.6602037154444975,70.45091343670771,0.17534336927917593,0.3907495381355406,-0.21540616885636465,48.921873487099916,24.254421140945855,18.564185980639564,1,1.0
2020-04-27 13:00:00,158.79598999023438,159.8979949951172,147.0,8041926.0,35.0,139.6930401775412,149.77680053710938,159.86056089667755,13.46504975858364,99.89672663095564,0.927470717491218,0.7063979648135474,0.22107275267767051,35.96417050053522,95.28452460613053,0.15824836156219377,1,0.0
2020-04-27 14:00:00,158.72134399414062,159.1999969482422,156.64199829101562,2521623.0,41.0,139.70740704449426,152.01666870117188,164.3259303578495,16.19462097393367,99.19318521031731,1.6138081051204551,1.1141882819542277,0.4996198231662275,40.514471972467966,78.65484836976513,0.13062982614321914,1,0.0
2020-04-27 15:00:00,158.197998046875,159.1060028076172,156.46800231933594,2028289.0,38.0,142.03867802548493,154.15186767578126,166.2650573260776,15.715916820123528,94.18492548294192,2.091397457411375,1.273422107396118,0.8179753500152571,44.51201713361333,65.8844710616457,1.180305110555165,1,0.0
2020-04-27 16:00:00,157.35299682617188,158.697998046875,155.95999145507812,2143059.0,38.0,146.43861390165125,156.11806640625,165.79751891084874,12.400169599091624,86.58352805531025,2.374336055333515,1.2450885642546063,1.1292474910789088,47.55308581906463,55.764478820908614,3.8489471904782415,1,0.0
2020-04-27 17:00:00,158.50999450683594,158.95999145507812,156.44000244140625,1512085.0,38.0,157.14364631783008,158.31566467285157,159.48768302787306,1.4806094614116525,88.01037525450113,2.6612497455496396,1.2256018035765845,1.435647941973055,50.40079213327178,49.77003180177384,3.340386612768163,1,0.0
2020-04-27 18:00:00,157.9550018310547,159.59799194335938,157.38198852539062,1839923.0,42.0,157.08372831244293,158.14746704101563,159.21120576958833,1.3452491506510444,83.42700201880234,2.811439121348343,1.1006329435002304,1.7108061778481125,53.102165669651804,47.436848447349654,2.9688926990629914,1,1.0
2020-04-27 19:00:00,159.78399658203125,159.8000030517578,157.9199981689453,1609624.0,45.0,156.55594984319265,158.35999755859376,160.16404527399487,2.2784134165367202,86.01228464858788,3.042972383133531,1.0657329642283346,1.9772394189051963,55.628423113880054,44.05255666442039,2.695053512507734,1,2.0
2020-04-28 13:00:00,154.2740020751953,160.60000610351562,152.9759979248047,5468452.0,39.0,153.8156521212265,158.1572052001953,162.49875827916412,5.490174252223639,32.68230629594206,1.1793066014168971,-0.7252860632977929,1.90459266471469,76.74069449200653,17.94742491730361,47.77621583008245,-1,0.0
2020-04-28 14:00:00,154.4219970703125,154.80799865722656,151.33799743652344,2839767.0,38.0,151.9787231333325,157.21600341796875,162.453283702605,6.662528204221823,33.976798082452866,0.7919250100517274,-0.8901341237303702,1.6820591337820976,75.16103680559397,13.982773008093716,47.64994565851438,-1,0.0
2020-04-28 15:00:00,155.06800842285156,156.1999969482422,154.0,2146303.0,37.0,151.39496034075862,156.40400390625,161.4130474717414,6.405262576901628,39.4502375433337,0.5309297969618569,-0.9209034694561926,1.4518332664180496,72.2133440330266,20.442711573204754,41.404947805000965,-1,0.0
2020-04-28 16:00:00,155.61099243164062,156.50399780273438,154.72799682617188,1304209.0,36.0,151.72249606038784,155.70060119628906,159.67870633219027,5.109941908170398,43.67675781119949,0.363710849550273,-0.8704979334942213,1.2342087830444943,69.18383178691212,20.102555540902433,37.169823272167164,-1,0.0
2020-04-28 17:00:00,155.98001098632812,156.4040069580078,154.9700164794922,1039137.0,38.0,153.59644726648622,155.0710021972656,156.545557128045,1.9017803585271364,46.414326669443476,0.25799137831057806,-0.7809739237871329,1.038965302097711,66.37071327266376,18.46064821373909,34.133920445993546,1,2.0
2020-04-28 18:00:00,154.25999450683594,156.1999969482422,153.15402221679688,1343888.0,39.0,153.58604101579556,155.06820068359374,156.55036035139193,1.9116229649461571,37.311282158276505,0.03501336825377166,-0.8031615470751515,0.8381749153289232,64.63490546597045,15.554497869607152,38.14596074113467,-1,0.0
2020-04-28 19:00:00,153.82199096679688,154.31399536132812,152.8000030517578,825249.0,42.0,153.14258173911358,154.9481994628906,156.75381718666765,2.3306082033040596,35.40690787217308,-0.17502396895343963,-0.8105591074258903,0.6355351384724507,63.16954030151425,14.345645458252317,36.99863642766093,-1,1.0
2020-04-29 13:00:00,158.0800018310547,160.0,156.7760009765625,3839146.0,45.0,158.00204928629563,158.04319763183594,158.08434597737624,0.05207227663940706,58.29816716591259,0.36381964861601546,-0.04379884655789207,0.4076184951739075,20.920146014296577,39.34271610471008,19.880338668944425,-1,0.0
2020-04-29 14:00:00,158.0760040283203,159.58999633789062,157.7760009765625,1584480.0,40.0,158.00330976859522,158.05159912109374,158.09988847359227,0.06110580692262526,58.22657670062109,0.34759032720188543,-0.04802253437761772,0.39561286157950315,21.773195548809387,32.662043549379185,16.504515998673828,-1,0.0
2020-04-29 15:00:00,157.2220001220703,158.5500030517578,156.63198852539062,1239112.0,40.0,157.1419456145491,157.88919982910156,158.63645404365403,0.9465551986599386,45.40072413045164,0.2627882358266902,-0.10625970060225043,0.3690479364289406,20.76218550928433,27.36992200668061,23.49453133354678,-1,0.0
2020-04-29 16:00:00,158.3280029296875,158.60000610351562,157.1420440673828,1128906.0,40.0,157.10379556909706,157.9480010986328,158.79220662816854,1.0689663986422548,58.23244931798102,0.28158125731329164,-0.0699733432925192,0.35155460060581084,19.881881459545703,24.566402140335832,20.743209375229338,1,0.0
2020-04-29 17:00:00,158.9013214111328,159.42727661132812,157.6420135498047,1435055.0,42.0,156.91164917776183,158.12146606445313,159.33128295114443,1.5302373761171137,63.07666512032486,0.33883103896579314,-0.010178849312014182,0.3490098882778073,19.956476684532014,27.478844303341223,17.968446661831695,1,0.0
2020-04-29 18:00:00,159.58599853515625,160.63998413085938,158.2720184326172,1966153.0,43.0,156.64694364782875,158.42266540527345,160.19838716271815,2.2417521544686636,67.86934682570153,0.43444165227415965,0.06834541119708182,0.36609624107707783,21.026423125498027,31.286369493570202,15.085885241430313,1,0.0
2020-04-29 19:00:00,159.97000122070312,160.41000366210938,159.24252319335938,1285750.0,54.0,156.6312536322889,158.80146484375,160.97167605521113,2.7332382778665987,70.20522857478332,0.5350320432884246,0.13514864176907737,0.3998834015193472,22.019944820680713,28.830636392924607,13.901762304202494,1,1.0
2020-04-30 13:00:00,167.69400024414062,173.96400451660156,165.64999389648438,7879683.0,51.0,167.37823627072612,170.36919555664062,173.36015484255512,3.5111503298964992,52.27483820977487,2.372477415881093,-0.5873696059512987,2.959847021832392,58.12985480566372,26.963025849207867,38.5934866395283,-1,2.0
2020-04-30 14:00:00,165.1445770263672,168.22000122070312,162.38600158691406,4202242.0,49.0,163.8194125017917,169.19051208496094,174.56161166813018,6.349173505039197,38.76178395661191,1.8168546035214774,-0.9143939346487318,2.731248538170209,56.76439088456577,19.140271633209185,43.62846461805975,-1,0.0
2020-04-30 15:00:00,164.3800048828125,166.85800170898438,164.1999969482422,2200198.0,47.0,161.55726879748846,167.85891418457032,174.1605595716522,7.5082642083015605,35.775013499490505,1.2998411794972355,-1.1451258869383794,2.444967066435615,55.49646010068912,16.755136124051774,38.19177060636121,-1,2.0
2020-04-30 16:00:00,157.552001953125,164.60000610351562,157.39999389648438,3460202.0,46.0,155.18864069407599,165.16171569824218,175.13479070240837,12.07673940901346,20.547741708991047,0.3352766827567564,-1.6877523069430866,2.023028989699843,55.99426742935366,12.288157365671179,53.18890171565669,-1,2.0
2020-04-30 17:00:00,154.05401611328125,159.197998046875,153.0,4656504.0,50.0,150.33594544770392,161.76492004394532,173.19389464018673,14.130349884433027,16.640154501233656,-0.7032986643950494,-2.181062123275914,1.4777634588808648,57.02311127634101,9.852953854595537,56.71674353685797,-1,1.0
2020-04-30 18:00:00,157.8040008544922,158.39999389648438,152.6999969482422,3180325.0,51.0,150.2164483102963,159.78692016601562,169.35739202173494,11.9790428975986,31.647251812021967,-1.209838416689223,-2.1500815004560705,0.9402430837668474,58.01077613965963,8.236388733756272,48.27481008085377,-1,2.0
2020-04-30 19:00:00,156.4980010986328,158.6959991455078,155.1999969482422,2063202.0,51.0,150.39250367097347,158.05760498046874,165.722706289964,9.699123696632567,29.645557746212326,-1.6970950303023074,-2.109870491255324,0.4127754609530164,58.73291139489607,8.258933026066266,43.55478421143924,-1,2.0
2020-05-01 13:00:00,152.37252807617188,154.5540008544922,148.31802368164062,4569225.0,48.0,150.0468791834934,151.27450561523438,152.50213204697536,1.6230447116627118,35.65654160870369,-2.647990631368458,0.5310823382557062,-3.179072969624164,65.65674398700428,25.16352178129767,30.752785009413522,1,2.0
2020-05-01 14:00:00,146.45120239257812,153.88999938964844,143.5290069580078,6130644.0,47.0,145.83069102503453,150.36474609375,154.89880116246547,6.030742160650561,20.23982276159712,-2.8773723641760682,0.24136048435847712,-3.1187328485345454,63.9237515917115,15.267749222375015,36.83603121455074,-1,2.0
2020-05-01 15:00:00,142.3000030517578,146.64480590820312,136.60800170898438,9445744.0,84.0,140.25478859224592,148.62474670410157,156.99470481595722,11.263209253462321,15.258852639328156,-3.355446633715559,-0.18937102814481044,-3.1660756055707484,63.787592164775965,10.826209955277166,46.18012478342315,-1,0.0
2020-05-01 16:00:00,142.4770050048828,144.44200134277344,139.4219970703125,4216378.0,100.0,137.55634453342296,146.92014770507814,156.28395087673331,12.746792482746093,16.2057665944056,-3.6776477246015986,-0.40925769522468025,-3.2683900293769184,63.66115841119297,9.359616155229354,39.924243457217266,-1,0.0
